record_id1,record_id2,title1,title2,author1,author2,year1,year2,doi1,doi2,title_sim,author_sim,abstract_sim,doi_sim,journal_sim,conflict_type,decision
wos:WOS:000291359502249,wos:WOS:000291652500077,TREATING THE PATIENT NOT THE SCAN TWO PATIENTS WITH PSYCHOGENIC PARKINSONISM IN SPITE OF ABNORMAL PET SCANS,TREATING THE PATIENT NOT THE SCAN TWO PATIENTS WITH PSYCHOGENIC PARKINSONISM IN SPITE OF ABNORMAL PET SCANS,"SCHNEIDER, D ; HABERFELD, E ; FAHN, S","SCHNEIDER, D ; FAHN, S",2011,2011,,,1.0,0.9007,0.0,0.0,0.485,,merge (default)
wos:WOS:000169106301115,wos:WOS:000169436500052,THE NEURAL MECHANISMS OF VISUAL CONVERSION DISORDER A FUNCTIONAL MAGNETIC RESONANCE IMAGING STUDY,THE NEURAL MECHANISMS OF VISUAL CONVERSION DISORDER A FUNCTIONAL MAGNETIC RESONANCE IMAGING STUDY,"WERRING, D; WESTON, L; BULLMORE, ET; PLANT, G; RON, M","WERRING, DJ; WESTON, L; BULLMORE, ET; PLANT, GT; RON, MA",2001,2001,,,1.0,0.9893,0.0,0.0,0.5306,,merge (default)
wos:WOS:000373330400002,scopus:84962776458,POSITRON EMISSION TOMOGRAPHY IN PATIENTS WITH PSYCHOGENIC NON EPILEPTIC SEIZURES RESPONSE,POSITRON EMISSION TOMOGRAPHY IN PATIENTS WITH PSYCHOGENIC NON EPILEPTIC SEIZURES,"DAR, MARYAM EJAREH; KANAAN, RICHARD A A",MCGONIGAL A ; ARTHUIS M ; MICOULAUD-FRANCHI J -A ; BARTOLOMEI F ; GUEDJ E,2016,2016,,10.2147/NDT.S106130,0.9798,0.5576,0.0,0.0,1.0,,keep both (different author lists)
wos:BCI:BCI201700908432,wos:WOS:000411328606184,STRUCTURAL ORGANIZATION OF THE BRAIN CONNECTOME IN PATIENTS WITH PSYCHOGENIC DYSTONIA,STRUCTURAL ORGANIZATION OF THE BRAIN CONNECTOME IN PATIENTS WITH PSYCHOGENIC DYSTONIA,"BASAIA, SILVIA; AGOSTA, FEDERICA; TOMIC, ALEKSANDRA; SARASSO, ELISABETH; SVETEL, MARINA; GALANTUCCI, SEBASTIANO; KOSTIC, VLADIMIR; FILIPPI, MASSIMO","BASAIA, SILVIA; AGOSTA, FEDERICA; TOMIC, ALEKSANDRA; SARASSO, ELISABETH; SVETEL, MARINA; GALANTUCCI, SEBASTIANO; KOSTIC, VLADIMIR; FILIPPI, MASSIMO",2016,2016,,,1.0,1.0,0.0,0.0,1.0,,merge
wos:WOS:000411328606184,wos:WOS:000411279002106,STRUCTURAL ORGANIZATION OF THE BRAIN CONNECTOME IN PATIENTS WITH PSYCHOGENIC DYSTONIA,STRUCTURAL AND FUNCTIONAL BRAIN NETWORK ALTERATIONS IN PSYCHOGENIC DYSTONIA,"BASAIA, SILVIA; AGOSTA, FEDERICA; TOMIC, ALEKSANDRA; SARASSO, ELISABETH; SVETEL, MARINA; GALANTUCCI, SEBASTIANO; KOSTIC, VLADIMIR; FILIPPI, MASSIMO","SARASSO, ELISABETTA; AGOSTA, FEDERICA; TOMIC, ALEXANDRA; BASAIA, SILVIA; SVETEL, MARINA; MANDIC-STOJMENOVIC, GORANA; COPETTI, MASSIMILIANO; KOSTIC, VLADIMIR; FILIPPI, MASSIMO",2016,2016,,,0.8678,0.7777,0.0,0.0,1.0,,keep both (different author lists)
wos:WOS:000431634200162,wos:WOS:000431634200161,STRUCTURAL ORGANISATION OF THE BRAIN CONNECTOME IN PATIENTS WITH PSYCHOGENIC DYSTONIA,STRUCTURAL AND FUNCTIONAL BRAIN NETWORK ALTERATIONS IN PSYCHOGENIC DYSTONIA,"BASAIA, S ; AGOSTA, F ; TOMIC, A ; SARASSO, E ; SVETEL, M ; GALANTUCCI, S ; KOSTIC, V S ; FILIPPI, M","AGOSTA, F ; SARASSO, E ; TOMIC, A ; BASAIA, S ; SVETEL, M ; MANDIC-STOJMENOVIC, G ; COPETTI, M ; KOSTIC, V S ; FILIPPI, M",2016,2016,,,0.8707,0.8036,0.0,0.0,1.0,,keep both (different author lists)
wos:BCI:BCI201700905800,wos:WOS:000411279000478,NEUROIMAGING EVIDENCE FOR ABNORMAL EMOTION PROCESSING IN CONVERSION DISORDER,NEUROIMAGING EVIDENCE FOR ABNORMAL EMOTION PROCESSING IN CONVERSION DISORDER,"SZAFLARSKI, JERZY; ALLENDORDER, JANE; HERNANDO, KATHLEEN; DEWOLFE, JENNIFER; HOEF, LAWRENCE VER; PATI, SANDIAPN; THOMAS, ASHLEY","SZAFLARSKI, JERZY; ALLENDORFER, JANE; HERNANDO, KATHLEEN; DEWOLFE, JENNIFER; HOEF, LAWRENCE VER; PATI, SANDIPAN; THOMAS, ASHLEY",2016,2016,,,1.0,0.9746,0.0,0.0,1.0,,merge (default)
wos:BCI:BCI201700907220,wos:WOS:000411279000478,NEUROIMAGING EVIDENCE FOR ABNORMAL EMOTION PROCESSING IN CONVERSION DISORDER,NEUROIMAGING EVIDENCE FOR ABNORMAL EMOTION PROCESSING IN CONVERSION DISORDER,"SZAFLARSKI, JERZY; ALLENDORFER, JANE; HERNANDO, KATHLEEN; DEWOLFE, JENNIFER; HOEF, LAWRENCE VER; PATI, SANDIPAN; THOMAS, ASHLEY","SZAFLARSKI, JERZY; ALLENDORFER, JANE; HERNANDO, KATHLEEN; DEWOLFE, JENNIFER; HOEF, LAWRENCE VER; PATI, SANDIPAN; THOMAS, ASHLEY",2016,2016,,,1.0,1.0,0.0,0.0,1.0,,merge (default)
wos:BCI:BCI201700907254,wos:WOS:000411279000478,NEUROIMAGING EVIDENCE FOR ABNORMAL EMOTION PROCESSING IN CONVERSION DISORDER,NEUROIMAGING EVIDENCE FOR ABNORMAL EMOTION PROCESSING IN CONVERSION DISORDER,"SZAFLARSKI, JERZY; ALLENDORFER, JANE; HERNANDO, KATHLEEN; DEWOLFE, JENNIFER; VER HOEF, LAWRENCE; PATI, SANDIPAN; THOMAS, ASHLEY","SZAFLARSKI, JERZY; ALLENDORFER, JANE; HERNANDO, KATHLEEN; DEWOLFE, JENNIFER; HOEF, LAWRENCE VER; PATI, SANDIPAN; THOMAS, ASHLEY",2016,2016,,,1.0,0.9858,0.0,0.0,1.0,,merge (default)
wos:BCI:BCI201700908708,wos:WOS:000411279000478,NEUROIMAGING EVIDENCE FOR ABNORMAL EMOTION PROCESSING IN CONVERSION DISORDER,NEUROIMAGING EVIDENCE FOR ABNORMAL EMOTION PROCESSING IN CONVERSION DISORDER,"SZAFLARSKI, JERZY; ALLENDORFER, JANE; HERNANDO, KATHLEEN; DEWOLFE, JENNIFER; VER HOEF, LAWRENCE; PATI, SANDIPAN; THOMAS, ASHLEY","SZAFLARSKI, JERZY; ALLENDORFER, JANE; HERNANDO, KATHLEEN; DEWOLFE, JENNIFER; HOEF, LAWRENCE VER; PATI, SANDIPAN; THOMAS, ASHLEY",2016,2016,,,1.0,0.9858,0.0,0.0,1.0,,merge (default)
wos:WOS:000435272002065,wos:WOS:000453090804325,BREAKDOWN OF AFFECTIVE COGNITIVE NETWORK IN FUNCTIONAL DYSTONIA,BREAKDOWN OF AFFECTIVE COGNITIVE NETWORK IN FUNCTIONAL DYSTONIA,"CANU, E ; AGOSTA, F ; TOMIC, A ; DRAGASEVIC, N ; SVETEL, M ; KOSTIC, V S ; FILIPPI, M","CANU, ELISA; AGOSTA, FEDERICA; TOMIC, ALEXANDRA; DRAGASEVIC, NATASA; SVETEL, MARINA; KOSTIC, VLADIMIR; FILIPPI, MASSIMO",2018,2018,,,1.0,0.83,0.0,0.0,0.5302,,merge (default)
wos:BCI:BCI201700908225,wos:WOS:000411328604224,PROLONGED CEREBELLAR SYNDROME AFTER LEGIONNAIRES DISEASE,PROLONGED CEREBELLAR SYNDROME AFTER LEGIONNAIRES DISEASE,"BARTON, BRANDON","BARTON, BRANDON",2016,2016,,,1.0,1.0,0.0,0.0,1.0,,merge (default)
wos:GRANTS:11386315,wos:GRANTS:10775893,FUNCTIONAL VISUAL CORE CORE D,FUNCTIONAL VISUAL CORE CORE D,"BUTLER, SAMANTHA J","BUTLER, SAMANTHA J",2018,2017,,,1.0,1.0,0.0,0.0,0.0,,merge (default)
wos:GRANTS:10775893,wos:GRANTS:11046367,FUNCTIONAL VISUAL CORE CORE D,FUNCTIONAL VISUAL CORE CORE D,"BUTLER, SAMANTHA J","BUTLER, SAMANTHA J",2017,2016,,,1.0,1.0,0.0,0.0,0.0,,merge (default)
pubmed:12394915,wos:MEDLINE:12394915,HYSTERICAL PARALYSIS A REPORT OF THREE CASES AND A REVIEW OF THE LITERATURE,HYSTERICAL PARALYSIS A REPORT OF THREE CASES AND A REVIEW OF THE LITERATURE,LETONOFF ERIC J; WILLIAMS TROY R K; SIDHU KANWALDEEP S,"LETONOFF, ERIC J; WILLIAMS, TROY R K; SIDHU, KANWALDEEP S",2002,2002,10.1097/01.BRS.0000029268.16070.D8,10.1097/00007632-200210150-00022,1.0,0.9895,0.8356,0.6945,1.0,,merge (default)
pubmed:33768494,wos:WOS:001286780300015,ARE FUNCTIONAL PSYCHOGENIC NONEPILEPTIC SEIZURES THE SOLE EXPRESSION OF PSYCHOLOGICAL PROCESSES,ARE FUNCTIONAL PSYCHOGENIC NONEPILEPTIC SEIZURES THE SOLE EXPRESSION OF PSYCHOLOGICAL PROCESSES,SOJKA PETR; PAREDES-ECHEVERRI SARA; PEREZ DAVID L,"SOJKA, PETR; PAREDES-ECHEVERRI, SARA; PEREZ, DAVID L",2022,2022,10.1007/7854_2021_225,10.1007/7854_2021_225 10.1007/978-3-031-03235-6,1.0,0.9885,0.9552,0.8894,0.6456,,merge (default)
wos:DRCI:DATA2023100026820658,wos:DRCI:DATA2025055032311858,DATA FROM POTENTIALS OF CLOSED CONTOUR ANALYSIS IN SPECIES DIFFERENTIATION AND HOLOTYPE DESIGNATION A CASE STUDY ON LOWER NORIAN UPPER TRIASSIC CONODONTS,DATA FROM POTENTIALS OF CLOSED CONTOUR ANALYSIS IN SPECIES DIFFERENTIATION AND HOLOTYPE DESIGNATION A CASE STUDY ON LOWER NORIAN UPPER TRIASSIC CONODONTS,"VIRAG, ATTILA; KARADI, VIKTOR","VIR��G, ATTILA; KAR��DI, VIKTOR",2023,2023,10.5281/ZENODO.7659056,10.5061/DRYAD.G1JWSTQV9,1.0,0.9019,0.9228,0.6001,0.4556,,merge (default)
wos:DRCI:DATA2023100026820659,wos:DRCI:DATA2025055032311858,DATA FROM POTENTIALS OF CLOSED CONTOUR ANALYSIS IN SPECIES DIFFERENTIATION AND HOLOTYPE DESIGNATION A CASE STUDY ON LOWER NORIAN UPPER TRIASSIC CONODONTS,DATA FROM POTENTIALS OF CLOSED CONTOUR ANALYSIS IN SPECIES DIFFERENTIATION AND HOLOTYPE DESIGNATION A CASE STUDY ON LOWER NORIAN UPPER TRIASSIC CONODONTS,"VIRAG, ATTILA; KARADI, VIKTOR","VIR��G, ATTILA; KAR��DI, VIKTOR",2023,2023,10.5281/ZENODO.7659057,10.5061/DRYAD.G1JWSTQV9,1.0,0.9019,0.9228,0.6001,0.4556,,merge (default)
psycinfo:2015-42725-010,wos:WOS:000359487500063,RESTING CORTICAL PET METABOLIC CHANGES IN PSYCHOGENIC NON EPILEPTIC SEIZURES PNES,RESTING CORTICAL PET METABOLIC CHANGES IN PSYCHOGENIC NON EPILEPTIC SEIZURES PNES,"ARTHUIS, M ; MICOULAUD-FRANCHI, J A ; BARTOLOMEI, F ; MCGONIGAL, AILEEN; GUEDJ, E","ARTHUIS, M ; MICOULAUD-FRANCHI, J A ; BARTOLOMEI, F ; MCGONIGAL, A ; GUEDJ, E S",2015,2015,10.1136/JNNP-2014-309390,10.1136/JNNP-2015-311750.62,1.0,0.9722,0.83,0.8991,0.9612,,merge (default)
scopus:85206149077,wos:MEDLINE:39372842,PROBING THE FUNCTIONAL MAGNETIC RESONANCE IMAGING RESPONSE TO PSILOCYBIN IN FUNCTIONAL NEUROLOGICAL DISORDER PSIFUND STUDY PROTOCOL,PROBING THE FUNCTIONAL MAGNETIC RESONANCE IMAGING RESPONSE TO PSILOCYBIN IN FUNCTIONAL NEUROLOGICAL DISORDER PSIFUND STUDY PROTOCOL,BUTLER M ; BIRD C ; MAGGIO C ; DURDEN A ; MODLIN N ; CAMPBELL-COKER K ; EDWARDS M ; PICK S ; MILLMAN L S M ; LOWERY E ; BHAGAVAN C ; KANAAN R ; GOLDER D ; MILDON B ; MEHTA M ; RUCKER J ; NICHOLSON T R,"BUTLER, MATT; BIRD, CATHERINE; MAGGIO, CAROLINA; DURDEN, AMY; MODLIN, NADAV; CAMPBELL-COKER, KETE; EDWARDS, MARK; PICK, SUSANNAH; MILLMAN, L S MERRITT; LOWERY, EMILY; BHAGAVAN, CHIRANTH; KANAAN, RICHARD; GOLDER, DAWN; MILDON, BRIDGET; MEHTA, MITUL; RUCKER, JAMES; NICHOLSON, TIMOTHY R",2024,2024,10.12688/WELLCOMEOPENRES.22543.1,10.12688/WELLCOMEOPENRES.22543.2,1.0,0.8266,0.8982,0.9875,1.0,,merge (default)
wos:WOS:001756194000001,wos:MEDLINE:42044938,A COHORT APPROACH TO FOCAL CORTICAL DYSPLASIA TYPE II A 10 YEAR MANAGEMENT OVERVIEW AT AN ADULT EPILEPSY REFERRAL CENTRE,A COHORT APPROACH TO FOCAL CORTICAL DYSPLASIA TYPE II A 10 YEAR MANAGEMENT OVERVIEW AT AN ADULT EPILEPSY REFERRAL CENTRE,"PEREIRO, A M MINGUILLON; GARCIA-DE SOTO, J ; POUSO-DIZ, J ; FERNANDEZ, A JUIZ; DANTAS, C FRIEIRO; OSORIO, K VARGAS; GONZALEZ, A PRIETO; HERNANDEZ, J CORTES; SANTIAGO, E PARDELLAS; GONZALEZ, F J LOPEZ; MOURENZA, J A CASTINEIRAEIRA; OSORIO, X RODRIGUEZ","MINGUILLON PEREIRO, A M; GARCIA-DE SOTO, J; POUSO-DIZ, J; JUIZ FERNANDEZ, A; FRIEIRO DANTAS, C; VARGAS OSORIO, K; PRIETO GONZALEZ, A; CORTES HERNANDEZ, J; PARDELLAS SANTIAGO, E; LOPEZ GONZALEZ, F J; CASTINEIRA MOURENZA, J A; RODRIGUEZ OSORIO, X",2026,2026,10.1016/J.NRL.2025.501937,10.1016/J.NRLENG.2026.501937,1.0,0.8458,0.8958,0.9551,1.0,,merge (default)
scopus:105040298651,scopus:105031318900,FUNCTIONAL NEUROLOGIC DISORDER,FUNCTIONAL NEUROLOGIC DISORDER,MADVA E N ; PEREZ D L,MADVA E N ; PEREZ D L,2023,2022,10.1016/B978-0-323-75576-4.00364-1,10.1016/B978-0-323-75573-3.00364-4,1.0,1.0,0.53,0.9577,0.9862,,merge (default)
wos:WOS:000226927000036,scopus:12444327822,FOREGUT DUPLICATIONS IS THERE AN ADVANTAGE TO THORACOSCOPIC RESECTION,FOREGUT DUPLICATIONS IS THERE AN ADVANTAGE TO THORACOSCOPIC RESECTION,"BRATU, L; LABERGE, JM; FLAGEOLE, H; BOUCHARD, S",BRATU I ; LABERGE J ; FLAGEOLE H ; BOUCHARD S,2005,2005,10.1016/J.JPEDSUNG.2004.09.025,10.1016/J.JPEDSURG.2004.09.025,1.0,0.903,0.8373,0.9867,1.0,,merge (default)
europepmc:24383728,scopus:0035150056,DIPYRIDAMOLE STRESS THALLIUM PERFUSION SCAN FOR EVALUATING MYOCARDIAL INVOLVEMENT IN SYSTEMIC SCLEROSIS,DIPYRIDAMOLE STRESS THALLIUM PERFUSION SCAN FOR EVALUATING MYOCARDIAL INVOLVEMENTIN SYSTEMIC SCLEROSIS,SUZUKI T; OGASAWARA S; OHSAKO-HIGAMI S; FUKASAWA C; HARA M; KAMATANI N,SUZUKI T ; OGASAWARA S ; OHSAKO-HIGAMI S ; FUKASAWA C ; HARA M ; KAMATANI N,2001,2001,10.3109/S101650170006,10.1007/S101650170006,0.9863,0.9038,0.8453,0.8942,1.0,,merge (default)
psycinfo:2005-05564-027,scopus:85047689576,ACUTE DISSEMINATED ENCEPHALOMYELITIS PRESENTING AS CONVERSION DISORDER,ACUTE DISSEMINATED ENCEPHALOMYELITIS PRESENTING AS CONVERSION DISORDER 7,"ABAY, ERCAN; BALCI, KEMAL; ATES, IBRAHIM",ABAY E ; BALCI K ; ATES I,2005,2005,10.1176/APPI.NEUROPSYCH.17.2.259,10.1176/JNP.17.2.259,0.9944,0.8555,0.0,0.8666,0.8194,,merge
psycinfo:2004-18704-001,pubmed:15377731,CONVERSION HYSTERIA LESSONS FROM FUNCTIONAL IMAGING,CONVERSION HYSTERIA LESSONS FROM FUNCTIONAL IMAGING,"BLACK, DEBORAH N ; SERITAN, ANDREEA L ; TABER, KATHERINE H ; HURLEY, ROBIN A",BLACK DEBORAH N; SERITAN ANDREEA L; TABER KATHERINE H; HURLEY ROBIN A,2004,2004,10.1176/APPI.NEUROPSYCH.16.3.245,10.1176/JNP.16.3.245,1.0,0.9091,0.0,0.8666,1.0,,merge (default)
wos:WOS:000387704900018,scopus:84904284932,HYSTERIA AROUND THE WORLD,HYSTERIA AROUND THE WORLD,"CAROTA, ANTONIO; CALABRESE, PASQUALE",CAROTA A ; CALABRESE P,2014,2014,10.1159/000360062 10.1159/ISBN.978-3-318-02647-4,10.1159/000360062,1.0,0.8504,0.9997,0.8708,0.5958,,merge (default)
wos:WOS:000387704900014,scopus:84904365673,PAUL SOLLIER PIERRE JANET AND THEIR VICINITY,PAUL SOLLIER PIERRE JANET AND THEIR VICINITY,"WALUSINSKI, OLIVIER",WALUSINSKI O,2014,2014,10.1159/000360056 10.1159/ISBN.978-3-318-02647-4,10.1159/000360056,1.0,0.9263,0.9997,0.8708,0.5958,,merge (default)
psycinfo:2001-18238-008,scopus:0034879117,NONDOMINANT HEMISPHERE LESIONS AND CONVERSION NONEPILEPTIC SEIZURES,NONDOMINANT HEMISPHERE LESIONS AND CONVERSION NONEPILEPTIC SEIZURES,"DEVINSKY, ORRIN; MESAD, SALAH; ALPER, KENNETH",DEVINSKY O ; MESAD S ; ALPER K,2001,2001,10.1176/APPI.NEUROPSYCH.13.3.367,10.1176/JNP.13.3.367,1.0,0.8897,0.912,0.8666,0.8194,,merge (default)
scopus:84963253884,psycinfo:1997-05099-003,NEUROPSYCHOLOGIC SEQUELAE OF NON IMPACT HEAD INJURY IN AN OLDER MALE,NEUROPSYCHOLOGIC SEQUELAE OF NON IMPACT HEAD INJURY IN AN OLDER MALE,SWEENEY J E,"SWEENEY, JAMES E",1994,1994,10.1080/09084282.1994.9645325,10.1207/S15324826AN0101,1.0,0.9193,0.8616,0.6342,1.0,,merge (default)
wos:WOS:000387704900020,scopus:84904300614,HYSTERIA TODAY AND TOMORROW,HYSTERIA TODAY AND TOMORROW,"LAFRANCE, W CURT, JR",LAFRANCE W,2014,2014,10.1159/000360064 10.1159/ISBN.978-3-318-02647-4,10.1159/000360064,1.0,0.9,0.9995,0.8708,0.5958,,merge (default)
wos:GRANTS:17754494,wos:GRANTS:14969031,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,"PUNDIK, SVETLANA","PUNDIK, SVETLANA",2023,2020,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17754494,wos:GRANTS:15011677,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,"PUNDIK, SVETLANA","PUNDIK, SVETLANA",2023,2020,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17754494,wos:GRANTS:12175777,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,"PUNDIK, SVETLANA","PUNDIK, SVETLANA",2023,2019,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17754494,wos:GRANTS:15139271,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,"PUNDIK, SVETLANA","PUNDIK, SVETLANA",2023,2018,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17429954,wos:GRANTS:14969031,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,"PUNDIK, SVETLANA","PUNDIK, SVETLANA",2022,2020,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17429954,wos:GRANTS:15011677,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,"PUNDIK, SVETLANA","PUNDIK, SVETLANA",2022,2020,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17429954,wos:GRANTS:12175777,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,"PUNDIK, SVETLANA","PUNDIK, SVETLANA",2022,2019,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17429954,wos:GRANTS:15139271,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,"PUNDIK, SVETLANA","PUNDIK, SVETLANA",2022,2018,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:14969031,wos:GRANTS:15139271,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,"PUNDIK, SVETLANA","PUNDIK, SVETLANA",2020,2018,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:15011677,wos:GRANTS:15139271,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,TRANSCRANIAL DIRECT CURRENT STIMULATION FOR POST STROKE GAIT REHAB,"PUNDIK, SVETLANA","PUNDIK, SVETLANA",2020,2018,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17707597,wos:GRANTS:15578840,MECHANISMS OF RETINAL DEGENERATION IN NEUROINFLAMMATORY DEMYELINATING DISEASES,MECHANISMS OF RETINAL DEGENERATION IN NEUROINFLAMMATORY DEMYELINATING DISEASES,"DESILVA, TARA MARIA","DESILVA, TARA MARIA",2023,2021,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17720781,wos:GRANTS:15582637,DEFINING NEUROBIOLOGICAL SUBTYPES OF MOTOR FUNCTIONAL NEUROLOGICAL DISORDER,DEFINING NEUROBIOLOGICAL SUBTYPES OF MOTOR FUNCTIONAL NEUROLOGICAL DISORDER,"PEREZ, DAVID LEWIS","PEREZ, DAVID LEWIS",2023,2021,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17768955,wos:GRANTS:17424844,PATHOPHYSIOLOGY OF INVOLUNTARY MOVEMENTS AND VOLITIONAL DISORDERS,PATHOPHYSIOLOGY OF INVOLUNTARY MOVEMENTS AND VOLITIONAL DISORDERS,"HALLETT, MARK","HALLETT, MARK",2023,2021,,,1.0,1.0,0.9017,0.0,0.0,,merge (default)
wos:GRANTS:17489584,wos:GRANTS:15557113,PATHOPHYSIOLOGY OF INVOLUNTARY MOVEMENTS AND VOLITIONAL DISORDERS,PATHOPHYSIOLOGY OF INVOLUNTARY MOVEMENTS AND VOLITIONAL DISORDERS,"HALLETT, MARK","HALLETT, MARK",2022,2020,,,1.0,1.0,0.9007,0.0,0.0,,merge (default)
wos:GRANTS:17748349,wos:GRANTS:17414955,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,"DIETRICH, MARIA","DIETRICH, MARIA",2023,2021,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17748349,wos:GRANTS:15037298,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,"DIETRICH, MARIA","DIETRICH, MARIA",2023,2020,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17748349,wos:GRANTS:15053000,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,"DIETRICH, MARIA","DIETRICH, MARIA",2023,2019,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17476496,wos:GRANTS:15037298,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,"DIETRICH, MARIA","DIETRICH, MARIA",2022,2020,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17476496,wos:GRANTS:15053000,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,"DIETRICH, MARIA","DIETRICH, MARIA",2022,2019,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17414955,wos:GRANTS:15053000,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,NEUROBIOLOGICAL AND PSYCHOBIOLOGICAL SIGNATURES OF VOCAL EFFORT IN EARLY CAREER TEACHERS,"DIETRICH, MARIA","DIETRICH, MARIA",2021,2019,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:17744707,wos:GRANTS:15591355,IMPACT OF CLONAL HEMATOPOIESIS MUTATIONS ON TOXICITY AND OUTCOMES FOLLOWING ONCOLOGIC THERAPY,IMPACT OF CLONAL HEMATOPOIESIS MUTATIONS ON TOXICITY AND OUTCOMES FOLLOWING ONCOLOGIC THERAPY,"NEAD, KEVIN THOMAS","NEAD, KEVIN THOMAS",2023,2021,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:10142809,wos:GRANTS:10239657,THALAMOCORTICAL CIRCUIT DEFECTS IN DEVELOPMENTAL BRAIN DISORDERS,THALAMOCORTICAL CIRCUIT DEFECTS IN DEVELOPMENTAL BRAIN DISORDERS,"ERZURUMLU, REHA S","ERZURUMLU, REHA S",2018,2016,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
